30, Private,203488, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,44, United-States, <=50K
47, Private,117849, Assoc-acdm,12, Divorced, Sales, Own-child, White, Male,0,0,44, United-States, <=50K
45, Private,185385, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc,319280, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Male,0,0,80, United-States, <=50K
55, Private,141877, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
40, Private,390369, HS-grad,9, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private,173271, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Private,176296, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,1887,40, United-States, >50K
52, Private,99307, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,3103,0,48, United-States, >50K
45, Local-gov,148222, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
35, Private,112160, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
37, State-gov,28887, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
52, Private,181901, HS-grad,9, Married-spouse-absent, Farming-fishing, Other-relative, White, Male,0,0,20, Mexico, <=50K
27, Private,292472, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, >50K
39, Federal-gov,209609, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
18, Never-worked,153663, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,4, United-States, <=50K
17, Private,166290, 9th,5, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
42, Self-emp-not-inc,29962, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States, <=50K
56, Self-emp-not-inc,163212, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,99999,0,40, United-States, >50K
48, Private,96359, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Greece, >50K
32, Private,53206, Bachelors,13, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, >50K
34, ?,93834, HS-grad,9, Separated, ?, Own-child, White, Female,0,0,8, United-States, <=50K
29, Private,215504, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
45, Local-gov,203322, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
42, Private,211253, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Private,276087, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,24, United-States, >50K
34, Private,275438, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,5178,0,40, United-States, >50K
51, Self-emp-not-inc,204322, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
18, Private,123343, 11th,7, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
23, Private,227594, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
37, Self-emp-inc,97986, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,68, United-States, <=50K
31, State-gov,161631, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private,287681, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Columbia, <=50K
45, Private,319637, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private,165815, 9th,5, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private,481060, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private,155919, 9th,5, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
21, Private,321666, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,594,0,40, United-States, <=50K
25, Private,274228, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,84, United-States, <=50K
52, Private,156953, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
48, Private,440706, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
44, Private,210525, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
30, Private,80933, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Federal-gov,56904, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,5013,0,45, United-States, <=50K
55, Federal-gov,31965, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
36, Private,166304, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,33, United-States, <=50K
25, Local-gov,203408, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc,59469, 9th,5, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,25, United-States, <=50K
41, Private,198316, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, Japan, <=50K
61, Private,29059, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,2754,25, United-States, <=50K
23, Private,229826, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
31, Self-emp-inc,304212, Some-college,10, Never-married, Exec-managerial, Own-child, White, Male,0,0,45, United-States, <=50K
39, Private,297847, 9th,5, Married-civ-spouse, Other-service, Wife, Black, Female,3411,0,34, United-States, <=50K
38, Private,198216, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Private,167848, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
41, Private,207685, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, ?, <=50K
36, Private,120760, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, China, <=50K
21, Private,136873, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,10, United-States, <=50K
39, Private,114678, HS-grad,9, Divorced, Other-service, Unmarried, Black, Female,5455,0,40, United-States, <=50K
29, Self-emp-not-inc,116207, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, United-States, >50K
49, Private,53893, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private,267086, Assoc-voc,11, Divorced, Tech-support, Unmarried, White, Female,0,0,52, United-States, <=50K
37, Private,73715, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
59, Private,279232, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
44, Private,182370, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc,246891, Prof-school,15, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
42, Private,202565, 1st-4th,2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Italy, <=50K
40, Private,408717, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
41, Private,206878, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,32, United-States, <=50K
52, Private,202930, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
57, Self-emp-not-inc,181031, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
43, State-gov,254817, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, Private,37438, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
38, Private,351299, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,50, United-States, <=50K
25, Private,396633, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,56, United-States, >50K
37, Private,267085, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
34, Private,209449, Some-college,10, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, United-States, >50K
17, ?,112942, 10th,6, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private,185097, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,37, United-States, <=50K
53, Private,161691, HS-grad,9, Widowed, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
23, Private,150463, HS-grad,9, Never-married, Priv-house-serv, Unmarried, Other, Female,0,0,40, Guatemala, <=50K
27, Private,223751, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
37, Private,184964, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, >50K
33, Private,112900, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Private,137076, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
28, Private,201175, 11th,7, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
31, Private,244147, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,0,0,55, United-States, <=50K
55, ?,52267, Masters,14, Married-civ-spouse, ?, Husband, White, Male,0,0,18, United-States, <=50K
30, Private,220939, Assoc-voc,11, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private,138022, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
25, Private,108542, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,35, United-States, <=50K
19, Private,213644, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private,29696, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
49, Private,187563, Some-college,10, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc,118267, Assoc-acdm,12, Divorced, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
26, Private,238367, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Local-gov,214242, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
45, Private,154308, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
38, Private,168496, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
62, State-gov,159699, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,38, United-States, <=50K
30, Self-emp-not-inc,173854, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
46, Private,150499, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
61, Private,124242, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, India, <=50K
68, ?,29240, HS-grad,9, Widowed, ?, Not-in-family, White, Female,0,0,12, United-States, <=50K
39, Private,150061, Masters,14, Divorced, Exec-managerial, Unmarried, Black, Female,15020,0,60, United-States, >50K
39, Private,249720, Bachelors,13, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,60, United-States, <=50K
34, Private,516337, 11th,7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, <=50K
47, Private,209320, HS-grad,9, Separated, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Self-emp-not-inc,127921, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Self-emp-inc,175485, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
56, Private,340171, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
61, Private,230292, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,7688,0,40, United-States, >50K
33, Local-gov,242150, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, <=50K
26, Private,121559, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
57, Private,319122, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private,103260, Bachelors,13, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,30, United-States, >50K
49, Private,193047, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
35, ?,451940, HS-grad,9, Never-married, ?, Unmarried, Black, Female,0,0,40, United-States, <=50K
38, Private,257416, 9th,5, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
35, Private,134367, Assoc-acdm,12, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private,211840, Some-college,10, Separated, Sales, Unmarried, Black, Female,0,0,16, United-States, <=50K
53, Private,144361, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,38, United-States, <=50K
42, Federal-gov,25240, Assoc-voc,11, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
35, Private,139647, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
29, Private,138332, Some-college,10, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,6, United-States, <=50K
25, Private,206600, 10th,6, Never-married, Other-service, Not-in-family, White, Male,0,0,24, Nicaragua, <=50K
26, Private,123384, Masters,14, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
50, Private,195298, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
37, Private,95654, 10th,6, Divorced, Exec-managerial, Unmarried, White, Female,0,0,35, United-States, <=50K
19, Private,410543, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private,211678, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
51, Private,152596, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
28, Private,168514, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
30, Private,60426, HS-grad,9, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
27, Private,189589, Some-college,10, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private,208068, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Mexico, <=50K
29, Private,199499, Assoc-voc,11, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
32, Private,263908, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
33, Private,198727, HS-grad,9, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, State-gov,170924, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc,145574, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,34095,0,60, United-States, <=50K
31, Private,500002, 1st-4th,2, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, Mexico, <=50K
